Customer ID,Gender,Age,Category,Unit Price,Quantity,Sales,Shipping Fee,Shipping Status,Order Date,Product_ID,Brand,Discount,Cost_Price,Stock_Keeping_Unit (SKU),Supplier_ID,Sales_Channel,Customer_Segment,Current_Stock_Level,Reorder_Level,Reorder_Quantity,Lead_Time,Stock_Out_Days,Warehouse_ID,Supplier_Lead_Time_Variability,Customer_Loyalty_Score,Return_Rate,Competitor_Price,Advertising_Spend,Weather_Conditions,Holiday_Flag,Shipping_Time,Delivery_Time,Order_Fulfillment_Rate,Logistics_Cost,Order_Cancellation_Rate,Fraudulent_Orders,Unexpected_Demand_Spike,Supplier_Delays,Customer_Complaints,Product_Return_Waste,Carbon_Emissions_Per_Order,Sustainable_Packaging_Flag,Product,State,City,Postal_Code,Delivery_Address,Calculated Sales,Year,Month,Weekday,Quarter,Last_Month_Sales,Stockout_Risk,Profit Margin,Fulfillment_Efficiency,Delivery_Delay,Unexpected_Demand_Spike_Flag,Supplier_Performance_Score,Customer_Satisfaction_Score,Loyalty_Segment,Logistics_Efficiency_Score,Sustainability_Score,Price_Competitiveness,Is_Cheaper_Than_Competitor,Ad_Efficiency
CUST0118,Male,23.0,Footwear,50.0,1,50,16.34,In Transit,2022-08-21,PID00391,Prada,4.67,194.68,SKU000024,SUP003,Marketplace,Professionals,61,34,31,11,0,WH002,4,88,8.97,922.96,7165,Snowy,0,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000007,89.06,308,2.83,1,1,0,12,78.78,203.14,0,Sneakers,Tamil Nadu,Chennai,600001,"12, Anna Salai, Chennai",50.0,2022,8,6,3,1200.0,1.22,-7617.68,86.23,0,1,96,67.03,High,28.915584415584416,99.41,-872.96,1,0.0069783670621074
CUST0020,Female,55.0,Bottoms,300.0,1,300,7.38,Delivered,2020-02-13,PID00428,Louis Vuitton,20.55,89.48,SKU000741,SUP002,Offline,Students,141,43,54,11,3,WH003,0,50,3.72,1749.57,7724,Cloudy,0,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000012,88.95,280,8.75,2,0,9,16,98.09,58.523999999999994,1,Flared Jeans,Punjab,Chandigarh,160001,"56, Sector 17, Chandigarh",300.0,2020,2,3,1,7500.0,0.47,-7793.48,80.2,0,0,91,64.28,Low,31.767857142857142,146.97,-1449.57,1,0.0388399792853443
CUST0025,Female,56.0,Bottoms,300.0,3,900,17.34,Returned,2020-09-20,PID00782,H&M,7.04,572.74,SKU000768,SUP004,Marketplace,Students,155,32,83,1,3,WH001,2,50,4.51,1756.5,7165,Cloudy,1,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000004,85.72,120,0.82,2,1,9,5,61.53,208.17999999999998,0,Flared Jeans,Tamil Nadu,Chennai,600001,"12, Anna Salai, Chennai",900.0,2020,9,6,3,200.0,0.1722222222222222,-8103.22,84.9,-1,1,89,85.49,Low,71.43333333333334,95.81,-1456.5,1,0.1256106071179344
CUST0140,Male,49.0,Tops,100.0,2,200,10.96,Delivered,2022-03-18,PID00984,Puma,8.3,163.38,SKU000752,SUP003,Offline,Professionals,164,14,41,6,2,WH003,2,98,8.79,49.23,2794,Cloudy,1,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000013,90.56,154,1.33,2,1,6,1,52.75,204.974,0,Tank Top,Uttar Pradesh,Lucknow,226001,"5, Hazratganj, Lucknow",200.0,2022,3,4,1,,0.82,-3074.76,89.23,0,1,92,89.21000000000001,High,58.8051948051948,98.1,50.77,0,0.0715819613457408
CUST0125,Female,46.0,Tops,30.0,4,120,5.71,Delivered,2024-01-03,PID00942,Prada,3.12,924.83,SKU000166,SUP002,Online,Students,341,8,38,6,4,WH003,3,2,4.24,100.81,5381,Rainy,0,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000004,84.77,80,0.53,1,0,3,18,26.37,204.624,0,Oversized T-Shirt,Punjab,Chandigarh,160001,"56, Sector 17, Chandigarh",120.0,2024,1,2,1,,2.841666666666667,-9040.32,84.24,0,0,94,59.76,Low,105.9625,98.35,-70.81,1,0.0223006876045344
CUST0010,Male,49.0,Tops,100.0,5,500,15.78,Delivered,2019-10-20,PID00203,Nike,43.01,155.71,SKU000087,SUP003,Offline,Families,318,36,77,2,2,WH001,1,21,0.59,104.22,2156,Sunny,1,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000004,85.98,375,2.83,0,0,4,4,15.33,59.039999999999985,1,Crop Top,Delhi,New Delhi,110001,"23, Connaught Place, New Delhi",500.0,2019,10,6,4,7500.0,0.636,-2809.55,83.15,0,0,95,91.41,Low,22.928,146.11,-4.219999999999999,1,0.2319109461966604
CUST0094,Male,30.0,Bottoms,1500.0,1,1500,14.53,In Transit,2024-11-26,PID00305,Zara,14.66,65.64,SKU000200,SUP004,Online,Families,481,49,65,13,3,WH002,2,78,6.74,810.32,2557,Snowy,0,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000012,91.21,134,4.41,2,1,4,18,69.53,206.416,0,Joggers,Telangana,Hyderabad,500001,"99, Banjara Hills, Hyderabad",1500.0,2024,11,1,4,400.0,0.3206666666666666,-1256.64,86.8,0,1,94,57.26,Medium,68.06716417910448,97.07,689.68,0,0.5866249511145875
CUST0127,Female,62.0,Bottoms,800.0,4,3200,6.66,In Transit,2024-06-16,PID00701,H&M,4.47,18.69,SKU000119,SUP001,Marketplace,Students,372,6,59,9,3,WH002,3,28,7.07,775.52,6416,Snowy,1,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000008,84.04,398,5.06,2,1,1,14,33.81,206.79399999999995,0,Cargo Pants,Uttar Pradesh,Lucknow,226001,"5, Hazratganj, Lucknow",3200.0,2024,6,6,2,,0.11625,-3688.76,78.98,-1,1,96,64.93,Low,21.11557788944724,96.8,24.48000000000001,0,0.4987531172069825
CUST0130,Female,68.0,Bottoms,300.0,3,900,10.39,Returned,2023-02-09,PID00975,Nike,8.99,18.26,SKU000795,SUP001,Offline,Students,492,36,58,1,4,WH002,4,41,2.38,51.28,2494,Rainy,0,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000010,84.66,420,6.12,0,0,3,5,23.94,205.268,0,Baggy Pants,Rajasthan,Jaipur,302001,"89, MI Road, Jaipur",900.0,2023,2,3,1,,0.5466666666666666,-2068.78,78.53999999999999,0,0,93,87.62,Low,20.15714285714286,97.89,248.72,0,0.3608660785886127
CUST0115,Male,53.0,Outerwear,100.0,5,500,5.93,In Transit,2024-06-30,PID00252,Nike,48.35,44.45,SKU000488,SUP002,Offline,Professionals,493,11,88,2,3,WH001,2,31,6.76,886.42,8479,Sunny,0,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,83.38,383,2.24,1,0,1,7,36.94,204.90399999999997,0,Denim Jacket,West Bengal,Kolkata,700001,"67, Park Street, Kolkata",500.0,2024,6,6,2,,0.986,-8584.25,81.14,-1,0,97,79.24000000000001,Low,21.77023498694517,98.15,-786.42,1,0.0589692180681684
CUST0289,Male,37.0,Outerwear,1500.0,5,7500,6.68,Delivered,2023-07-06,PID00282,Gucci,25.38,136.05,SKU000470,SUP003,Offline,Professionals,175,41,62,11,2,WH003,1,97,3.6,333.34,6110,Snowy,1,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000004,96.52,93,5.79,2,1,1,19,25.07,205.968,0,Hoodie,West Bengal,Kolkata,700001,"67, Park Street, Kolkata",7500.0,2023,7,3,3,,0.0233333333333333,616.75,90.73,0,1,98,58.4,High,103.78494623655914,97.39,1166.66,0,1.227495908346972
CUST0264,Female,49.0,Footwear,30.0,5,150,14.88,Delivered,2019-11-17,PID00097,Zara,9.96,19.13,SKU000808,SUP001,Online,Families,66,42,36,12,4,WH003,2,38,9.98,27.26,5155,Sunny,1,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000001,86.81,420,4.39,2,0,5,13,55.6,205.002,0,Sneakers,Uttar Pradesh,Lucknow,226001,"5, Hazratganj, Lucknow",150.0,2019,11,6,4,200.0,0.44,-5520.65,82.42,-1,0,93,64.02,Low,20.66904761904762,98.08,2.7399999999999984,0,0.02909796314258
CUST0057,Female,62.0,Tops,50.0,5,250,14.04,Unknown,2024-11-24,PID00732,Zara,47.69,131.36,SKU000675,SUP001,Marketplace,Families,438,37,41,5,3,WH001,4,46,7.07,48.43,1240,Snowy,0,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000011,95.67,158,0.09,2,1,5,15,99.64,57.23399999999999,1,Crop Top,Maharashtra,Mumbai,400001,"101, Marine Drive, Mumbai",250.0,2024,11,6,4,,1.752,-1804.8,95.58,0,1,91,62.93,Low,60.55063291139241,149.12,1.5700000000000005,0,0.2016129032258064
CUST0201,Female,49.0,Bottoms,100.0,2,200,9.8,Returned,2023-06-01,PID00987,Zara,3.06,545.77,SKU000185,SUP001,Marketplace,Students,496,46,74,1,0,WH003,4,9,2.55,193.09,5042,Cloudy,1,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000007,86.95,275,4.21,1,1,0,1,67.2,57.528,1,Joggers,Gujarat,Ahmedabad,380001,"77, SG Highway, Ahmedabad",200.0,2023,6,3,2,,2.48,-6208.54,82.74000000000001,0,1,96,95.45,Low,31.618181818181817,148.63,-93.09,1,0.0396667988893296
CUST0071,Male,46.0,Tops,300.0,1,300,6.17,In Transit,2022-02-05,PID00167,Gucci,35.58,1325.07,SKU000790,SUP002,Offline,Students,22,20,56,12,3,WH003,3,4,1.06,1613.08,9612,Cloudy,0,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000013,94.03,126,7.36,1,1,0,19,57.39,58.536,1,Crop Top,West Bengal,Kolkata,700001,"67, Park Street, Kolkata",300.0,2022,2,5,1,1500.0,0.0733333333333333,-10763.07,86.67,0,1,97,60.94,Low,74.62698412698413,146.95,-1313.08,1,0.031210986267166
CUST0210,Male,30.0,Tops,300.0,1,300,11.26,Returned,2023-12-31,PID00206,Gucci,22.42,187.31,SKU000274,SUP003,Marketplace,Students,331,44,97,9,2,WH001,4,28,1.39,27.94,4673,Rainy,1,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000006,82.32,150,2.82,1,0,8,12,6.63,58.5,1,Tank Top,Punjab,Chandigarh,160001,"56, Sector 17, Chandigarh",300.0,2023,12,6,4,1600.0,1.1033333333333333,-4710.31,79.5,-1,0,88,74.61,Low,54.88,147.01,272.06,0,0.0641985876310721
CUST0145,Male,49.0,Tops,100.0,4,400,14.68,In Transit,2020-08-03,PID00119,Nike,39.45,600.61,SKU000381,SUP001,Offline,Students,340,48,94,9,3,WH003,3,74,5.69,886.53,6085,Sunny,0,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,84.93,374,1.86,0,1,4,14,42.0,58.523999999999994,1,Oversized T-Shirt,Gujarat,Ahmedabad,380001,"77, SG Highway, Ahmedabad",400.0,2020,8,0,3,,0.85,-8461.44,83.07000000000001,-1,1,93,66.31,Medium,22.708556149732622,146.97,-786.53,1,0.0657354149548069
CUST0263,Female,49.0,Tops,100.0,3,300,19.01,In Transit,2022-01-06,PID00399,Under Armour,38.51,254.86,SKU000876,SUP003,Offline,Professionals,97,28,71,3,4,WH001,2,54,9.7,737.98,1873,Rainy,0,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000012,92.66,391,7.95,2,0,6,19,94.08,203.19599999999997,0,Oversized T-Shirt,Delhi,New Delhi,110001,"23, Connaught Place, New Delhi",300.0,2022,1,3,1,,0.3233333333333333,-2728.58,84.71,0,0,92,52.3,Medium,23.69820971867008,99.37,-637.98,1,0.1601708489054992
CUST0142,Male,32.0,Tops,100.0,5,500,12.38,Returned,2023-01-01,PID00621,Levi's,7.98,22.46,SKU000197,SUP003,Offline,Professionals,229,34,34,5,4,WH001,4,1,4.86,275.29,1213,Sunny,0,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000010,89.06,361,9.51,1,0,3,10,9.57,206.82199999999997,0,Crop Top,West Bengal,Kolkata,700001,"67, Park Street, Kolkata",500.0,2023,1,6,1,600.0,0.458,-1186.3,79.55,0,0,93,75.14,Low,24.670360110803323,96.78,-175.29000000000002,1,0.4122011541632316
CUST0073,Male,19.0,Bottoms,300.0,5,1500,13.7,In Transit,2019-11-01,PID00689,Nike,26.17,73.53,SKU000079,SUP003,Marketplace,Students,202,22,40,4,4,WH001,1,93,6.9,209.74,5873,Snowy,0,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000002,86.84,402,7.78,0,0,0,10,85.88,208.19399999999996,0,Cargo Pants,Gujarat,Ahmedabad,380001,"77, SG Highway, Ahmedabad",1500.0,2019,11,4,4,100.0,0.1346666666666666,-5142.65,79.06,-1,0,99,73.1,High,21.601990049751244,95.8,90.26,0,0.2554060956921505
CUST0020,Female,55.0,Bottoms,300.0,1,300,7.38,Delivered,2020-02-13,PID00428,Louis Vuitton,20.55,89.48,SKU000741,SUP002,Offline,Students,141,43,54,11,3,WH003,0,50,3.72,1749.57,7724,Cloudy,0,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000012,88.95,280,8.75,2,0,9,16,98.09,58.523999999999994,1,Flared Jeans,Punjab,Chandigarh,160001,"56, Sector 17, Chandigarh",300.0,2020,2,3,1,7500.0,0.47,-7793.48,80.2,0,0,91,64.28,Low,31.767857142857142,146.97,-1449.57,1,0.0388399792853443
CUST0176,Male,49.0,Outerwear,50.0,4,200,11.55,Delivered,2023-10-01,PID00008,Gucci,40.12,262.47,SKU000503,SUP004,Offline,Students,27,49,82,4,4,WH003,3,91,1.46,762.27,2972,Cloudy,1,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000005,95.78,248,6.33,1,1,0,7,89.19,59.099999999999994,1,Hoodie,Telangana,Hyderabad,500001,"99, Banjara Hills, Hyderabad",200.0,2023,10,6,4,7500.0,0.135,-4069.88,89.45,0,1,97,84.53999999999999,High,38.62096774193549,146.01,-712.27,1,0.0672947510094212
CUST0236,Male,18.0,Tops,1500.0,2,3000,18.07,Returned,2024-09-28,PID00524,Under Armour,33.25,128.25,SKU000799,SUP001,Marketplace,Students,174,13,46,7,0,WH002,4,47,0.94,57.87,7869,Cloudy,0,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000002,88.7,461,4.26,2,0,9,17,86.21,58.511999999999986,1,Tank Top,Rajasthan,Jaipur,302001,"89, MI Road, Jaipur",3000.0,2024,9,5,3,,0.058,-5586.5,84.44,-1,0,87,65.06,Low,19.240780911062902,146.99,1442.13,0,0.3812428516965307
CUST0071,Female,49.0,Bottoms,100.0,1,100,14.98,Delivered,2020-10-05,PID00293,Zara,15.51,1066.11,SKU000086,SUP003,Marketplace,Professionals,116,36,31,9,1,WH002,4,25,3.68,283.16,9406,Sunny,0,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000013,82.1,71,4.85,0,1,2,14,71.78,58.464,1,Cargo Pants,Tamil Nadu,Chennai,600001,"12, Anna Salai, Chennai",100.0,2020,10,0,4,500.0,1.16,-10443.11,77.25,0,1,94,68.32,Low,115.6338028169014,147.07,-183.16000000000005,1,0.0106315118009781
CUST0133,Male,47.0,Tops,800.0,4,3200,8.88,In Transit,2022-03-11,PID00176,Adidas,32.91,24.76,SKU000094,SUP001,Offline,Families,211,25,34,9,0,WH003,4,85,0.88,323.74,8530,Cloudy,1,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000005,87.89,423,1.82,1,1,5,6,66.03,58.115999999999985,1,Crop Top,Uttar Pradesh,Lucknow,226001,"5, Hazratganj, Lucknow",3200.0,2022,3,4,1,,0.0659375,-5852.04,86.07000000000001,-1,1,91,87.12,High,20.77777777777778,147.65,476.26,0,0.3751465416178194
CUST0202,Male,56.0,Footwear,30.0,3,90,5.07,Delivered,2020-07-26,PID00665,Prada,13.54,232.51,SKU000585,SUP002,Offline,Families,35,34,64,2,3,WH001,2,2,6.64,871.72,7794,Cloudy,1,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000012,87.87,149,1.5,0,1,0,4,24.42,208.936,0,Sneakers,West Bengal,Kolkata,700001,"67, Park Street, Kolkata",90.0,2020,7,6,3,,0.3888888888888889,-8550.53,86.37,0,1,98,85.36,Low,58.97315436241611,95.27,-841.72,1,0.0115473441108545
CUST0044,Male,30.0,Tops,800.0,1,800,14.23,In Transit,2024-02-29,PID00857,Puma,48.0,194.68,SKU000689,SUP004,Offline,Families,129,20,79,11,1,WH001,2,69,0.63,955.02,7599,Rainy,0,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000011,99.24,434,7.72,0,1,8,2,99.5,204.51199999999997,0,Tank Top,Karnataka,Bangalore,560001,"45, MG Road, Bangalore",800.0,2024,2,3,1,,0.16125,-7427.68,91.52,0,1,90,95.37,Medium,22.86635944700461,98.43,-155.01999999999998,1,0.1052770101329122
CUST0144,Male,54.0,Bottoms,800.0,5,4000,19.43,In Transit,2024-11-04,PID00895,Gucci,43.49,604.67,SKU000835,SUP004,Offline,Families,270,7,98,1,1,WH002,2,82,0.52,209.2,9973,Sunny,0,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000007,99.06,234,0.51,2,1,6,17,16.0,58.349999999999994,1,Flared Jeans,Karnataka,Bangalore,560001,"45, MG Road, Bangalore",4000.0,2024,11,0,4,150.0,0.0675,-9230.35,98.55,0,1,92,65.47999999999999,High,42.333333333333336,147.26,590.8,0,0.4010829238945151
CUST0039,Female,60.0,Bottoms,800.0,2,1600,19.2,In Transit,2023-08-11,PID00390,Puma,20.02,76.79,SKU000128,SUP003,Marketplace,Students,119,5,51,9,3,WH001,4,2,3.04,32.92,1444,Snowy,0,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000010,95.55,447,9.08,2,0,2,4,87.41,203.868,0,Joggers,Maharashtra,Mumbai,400001,"101, Marine Drive, Mumbai",1600.0,2023,8,4,3,,0.074375,-444.5799999999999,86.47,0,0,94,88.96000000000001,Low,21.37583892617449,98.89,767.08,0,1.10803324099723
CUST0044,Female,30.0,Bottoms,300.0,4,1200,10.86,Delivered,2020-06-30,PID00181,Nike,10.53,1255.62,SKU000564,SUP004,Offline,Families,331,39,90,2,1,WH002,1,43,4.42,1469.02,2413,Cloudy,0,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000007,82.07,115,4.31,0,0,1,6,73.8,207.21399999999997,0,Joggers,Rajasthan,Jaipur,302001,"89, MI Road, Jaipur",1200.0,2020,6,1,2,600.0,0.2758333333333333,-6350.48,77.75999999999999,0,0,98,83.58,Low,71.36521739130434,96.5,-1169.02,1,0.4973062577704102
CUST0218,Female,36.0,Bottoms,300.0,4,1200,11.23,In Transit,2024-02-03,PID00104,Gucci,1.54,266.69,SKU000233,SUP001,Marketplace,Families,396,7,92,2,3,WH001,3,21,5.84,1392.19,8253,Rainy,0,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000009,83.85,283,9.85,2,0,7,9,98.5,57.587999999999994,1,Joggers,West Bengal,Kolkata,700001,"67, Park Street, Kolkata",1200.0,2024,2,5,1,900.0,0.33,-8402.76,74.0,0,0,90,76.16,Low,29.628975265017665,148.53,-1092.19,1,0.1454016721192293
CUST0066,Male,37.0,Footwear,30.0,3,90,13.86,Delivered,2022-11-04,PID00256,Adidas,25.38,266.45,SKU000502,SUP004,Marketplace,Professionals,108,25,56,9,0,WH003,0,47,7.8,740.28,7644,Sunny,0,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000013,96.03,402,7.67,0,0,6,10,8.94,204.624,0,Sneakers,Maharashtra,Mumbai,400001,"101, Marine Drive, Mumbai",90.0,2022,11,4,4,4500.0,1.2,-8755.35,88.36,0,0,94,72.2,Low,23.888059701492537,98.35,-710.28,1,0.0117739403453689
CUST0234,Male,44.0,Tops,1500.0,5,7500,18.67,Returned,2024-05-18,PID00161,H&M,16.21,68.12,SKU000420,SUP004,Offline,Professionals,116,22,94,5,2,WH003,0,94,0.24,1587.43,3939,Rainy,1,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000004,94.67,53,7.67,1,1,7,1,5.34,57.31199999999999,1,Crop Top,Delhi,New Delhi,110001,"23, Connaught Place, New Delhi",7500.0,2024,5,5,2,6000.0,0.0154666666666666,3167.4,87.0,0,1,93,97.76,High,178.62264150943398,148.99,-87.43000000000006,1,1.904036557501904
CUST0103,Male,49.0,Bottoms,800.0,1,800,15.79,In Transit,2020-04-19,PID00207,Zara,4.04,80.78,SKU000990,SUP002,Offline,Professionals,453,24,45,7,1,WH003,2,82,5.43,100.2,7016,Rainy,1,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000008,92.25,492,5.11,0,0,3,16,6.72,57.27599999999999,1,Flared Jeans,Uttar Pradesh,Lucknow,226001,"5, Hazratganj, Lucknow",800.0,2020,4,6,2,4500.0,0.56625,-6788.78,87.14,0,0,95,62.57,High,18.75,149.05,699.8,0,0.1140250855188141
CUST0158,Male,51.0,Outerwear,800.0,1,800,18.58,Returned,2023-07-19,PID00112,Gucci,23.85,35.27,SKU000160,SUP004,Offline,Students,155,39,66,4,1,WH001,1,44,2.59,331.63,2255,Rainy,0,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000003,84.65,271,4.46,0,0,6,17,38.11,204.54,0,Denim Jacket,Uttar Pradesh,Lucknow,226001,"5, Hazratganj, Lucknow",800.0,2023,7,2,3,2400.0,0.19375,-1761.27,80.19000000000001,0,0,93,63.41,Low,31.23616236162362,98.41,468.37,0,0.3547671840354767
CUST0042,Female,57.0,Tops,800.0,2,1600,9.01,In Transit,2024-07-22,PID00479,Louis Vuitton,49.18,981.35,SKU000200,SUP003,Online,Families,153,18,38,13,3,WH002,1,53,4.59,92.93,1430,Snowy,0,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000007,86.43,310,3.21,1,1,9,10,36.01,204.27399999999997,0,Crop Top,Tamil Nadu,Chennai,600001,"12, Anna Salai, Chennai",1600.0,2024,7,0,3,600.0,0.095625,-2102.7,83.22000000000001,-1,1,90,75.41,Medium,27.880645161290325,98.6,707.0699999999999,0,1.118881118881119
CUST0153,Female,40.0,Bottoms,100.0,5,500,14.22,Delivered,2024-03-25,PID00774,Levi's,42.17,37.88,SKU000825,SUP004,Marketplace,Families,149,28,42,5,1,WH002,2,53,6.47,239.85,7799,Rainy,1,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000001,95.26,337,5.12,1,0,2,3,18.97,208.95,0,Flared Jeans,Tamil Nadu,Chennai,600001,"12, Anna Salai, Chennai",500.0,2024,3,0,1,500.0,0.298,-7825.4,90.14,-1,0,96,87.53,Medium,28.26706231454006,95.26,-139.85,1,0.0641107834337735
CUST0213,Female,49.0,Tops,200.0,5,1000,9.18,In Transit,2023-10-31,PID00909,Puma,15.59,44.45,SKU000322,SUP001,Online,Families,219,15,85,12,4,WH003,0,48,7.07,1505.33,7561,Cloudy,0,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000005,80.03,63,4.39,2,1,0,11,86.77,204.31599999999997,0,Crop Top,Delhi,New Delhi,110001,"23, Connaught Place, New Delhi",1000.0,2023,10,1,4,,0.219,-6846.25,75.64,-1,1,100,70.93,Low,127.03174603174602,98.57,-1305.33,1,0.1322576378785875
CUST0298,Female,58.0,Outerwear,100.0,5,500,7.41,Delivered,2022-03-06,PID00781,H&M,17.96,20.52,SKU000286,SUP004,Online,Students,66,32,69,13,0,WH001,2,69,6.9,214.15,1077,Rainy,0,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000005,98.3,358,5.13,0,1,1,3,47.06,58.511999999999986,1,Hoodie,Gujarat,Ahmedabad,380001,"77, SG Highway, Ahmedabad",500.0,2022,3,6,1,800.0,0.132,-1037.6,93.17,-1,1,97,87.1,Medium,27.45810055865921,146.99,-114.15,1,0.4642525533890436
CUST0140,Male,50.0,Tops,800.0,1,800,10.36,Returned,2021-05-13,PID00267,Under Armour,12.05,127.85,SKU000671,SUP004,Online,Students,242,46,44,4,2,WH001,2,96,5.78,56.03,4025,Cloudy,0,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000004,95.69,378,0.9,0,1,4,2,24.28,205.91199999999998,0,Oversized T-Shirt,Gujarat,Ahmedabad,380001,"77, SG Highway, Ahmedabad",800.0,2021,5,3,2,4500.0,0.3025,-3730.85,94.79,-1,1,94,90.22,High,25.314814814814813,97.43,743.97,0,0.1987577639751552
CUST0125,Male,49.0,Outerwear,200.0,3,600,6.36,Returned,2021-03-27,PID00663,Under Armour,33.25,697.14,SKU000736,SUP001,Offline,Professionals,88,18,84,4,4,WH002,4,23,3.81,50.37,2407,Rainy,0,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000005,81.79,54,5.46,2,1,5,19,83.48,57.32399999999999,1,Denim Jacket,Delhi,New Delhi,110001,"23, Connaught Place, New Delhi",600.0,2021,3,5,1,600.0,0.1466666666666666,-3952.42,76.33000000000001,0,1,91,58.19,Low,151.462962962963,148.97,149.63,0,0.2492729538845035
CUST0042,Female,57.0,Tops,800.0,2,1600,9.01,In Transit,2024-07-22,PID00479,Louis Vuitton,49.18,981.35,SKU000200,SUP003,Online,Families,153,18,38,13,3,WH002,1,53,4.59,92.93,1430,Snowy,0,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000007,86.43,310,3.21,1,1,9,10,36.01,204.27399999999997,0,Crop Top,Tamil Nadu,Chennai,600001,"12, Anna Salai, Chennai",1600.0,2024,7,0,3,600.0,0.095625,-2102.7,83.22000000000001,-1,1,90,75.41,Medium,27.880645161290325,98.6,707.0699999999999,0,1.118881118881119
CUST0138,Female,46.0,Outerwear,1500.0,4,6000,16.31,In Transit,2021-12-12,PID00006,Nike,40.66,34.7,SKU000802,SUP001,Online,Families,106,44,49,10,2,WH001,2,59,9.84,897.66,7956,Snowy,0,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000007,94.45,481,9.42,2,0,1,1,59.89,205.534,0,Denim Jacket,Uttar Pradesh,Lucknow,226001,"5, Hazratganj, Lucknow",6000.0,2021,12,6,4,3200.0,0.0176666666666666,-2575.8,85.03,0,0,97,88.16,Medium,19.63617463617464,97.7,602.34,0,0.7541478129713424
CUST0279,Female,59.0,Footwear,800.0,5,4000,15.22,Delivered,2020-08-04,PID00336,Prada,41.48,179.07,SKU000848,SUP004,Marketplace,Students,107,18,52,11,2,WH002,2,10,7.0,34.43,6007,Cloudy,1,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000013,81.98,219,9.99,2,0,6,6,27.86,206.03799999999998,0,Sneakers,West Bengal,Kolkata,700001,"67, Park Street, Kolkata",4000.0,2020,8,1,3,900.0,0.02675,-3121.35,71.99000000000001,0,0,92,81.0,Low,37.433789954337904,97.34,765.57,0,0.6658897952388879
CUST0224,Female,57.0,Tops,800.0,1,800,19.34,Delivered,2021-01-20,PID00348,Louis Vuitton,40.13,553.97,SKU000370,SUP002,Marketplace,Students,45,37,95,11,3,WH001,2,51,0.49,48.49,6049,Cloudy,0,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000005,89.77,189,5.76,1,0,1,17,39.37,206.90599999999998,0,Crop Top,Punjab,Chandigarh,160001,"56, Sector 17, Chandigarh",800.0,2021,1,2,1,2400.0,0.05625,-5991.97,84.00999999999999,0,0,97,65.50999999999999,Medium,47.49735449735449,96.72,751.51,0,0.1322532650024797
